Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
Assignment-1,forge.item,IPaperCard,getArtIndex,0,1,0
Assignment-1,forge.item,IPaperCard,isFoil,0,1,0
Assignment-1,forge.item,IPaperCard,isToken,0,1,0
Assignment-1,forge.item,IPaperCard,getRules,0,1,0
Assignment-1,forge.item,IPaperCard,getRarity,0,1,0
Assignment-1,forge.item,IPaperCard,getArtist,0,1,0
Assignment-1,forge.item,IPaperCard,getItemType,0,1,0
Assignment-1,forge.item,IPaperCard,hasBackFace,0,1,0
Assignment-1,forge.item,IPaperCard,getMainFace,0,1,0
Assignment-1,forge.item,IPaperCard,getOtherFace,0,1,0
Assignment-1,forge.item,IPaperCard,getCardImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardAltImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardWSpecImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardUSpecImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardBSpecImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardRSpecImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,getCardGSpecImageKey,0,1,0
Assignment-1,forge.item,IPaperCard,isRebalanced,0,1,0
Assignment-1,forge.item,IPaperCard,getTranslationKey,4,2,0
Assignment-1,forge.item,IPaperCard,getUntranslatedType,3,1,0
Assignment-1,forge.item,IPaperCard,getUntranslatedOracle,3,1,0
Assignment-1,forge.item,BoosterSlot,BoosterSlot,5,1,2
Assignment-1,forge.item,BoosterSlot,getSlotName,3,1,0
Assignment-1,forge.item,BoosterSlot,parseSlot,3,1,2
Assignment-1,forge.item,BoosterSlot,parseContents,19,5,1
Assignment-1,forge.item,BoosterSlot,replaceSlot,10,3,0
Assignment-1,forge.item,SealedTemplate,getName,3,1,0
Assignment-1,forge.item,SealedTemplate,getSlots,3,1,0
Assignment-1,forge.item,SealedTemplate,hasSlot,9,3,1
Assignment-1,forge.item,SealedTemplate,getEdition,3,1,0
Assignment-1,forge.item,SealedTemplate,SealedTemplate,3,1,1
Assignment-1,forge.item,SealedTemplate,SealedTemplate,4,1,2
Assignment-1,forge.item,SealedTemplate,SealedTemplate,3,1,2
Assignment-1,forge.item,SealedTemplate,getNumberOfCardsExpected,7,2,0
Assignment-1,forge.item,SealedTemplate,toString,13,3,0
Assignment-1,forge.item,SealedTemplate,equals,6,3,1
Assignment-1,forge.item,SealedTemplate,hashCode,5,1,0
Assignment-1,forge.item,SealedTemplate,Reader,3,1,1
Assignment-1,forge.item,SealedTemplate,parseSlots,9,2,1
Assignment-1,forge.item,SealedTemplate,read,4,1,2
Assignment-1,forge.item,Reader,Reader,3,1,1
Assignment-1,forge.item,Reader,parseSlots,9,2,1
Assignment-1,forge.item,Reader,read,4,1,2
Assignment-1,forge.item,BoxedProduct,BoxedProduct,4,1,3
Assignment-1,forge.item,BoxedProduct,boosterPacksRemaining,3,1,0
Assignment-1,forge.item,BoxedProduct,getNextBoosterPack,10,3,0
Assignment-1,forge.item,BoxedProduct,getCards,11,3,0
Assignment-1,forge.item,BoxedProduct,getExtraCards,3,1,0
Assignment-1,forge.item,BoxedProduct,getTotalCards,3,1,0
Assignment-1,forge.item,PaperCardPredicates,printedInSets,3,1,1
Assignment-1,forge.item,PaperCardPredicates,printedInSets,6,2,2
Assignment-1,forge.item,PaperCardPredicates,printedInSet,6,2,1
Assignment-1,forge.item,PaperCardPredicates,name,3,1,1
Assignment-1,forge.item,PaperCardPredicates,names,3,1,1
Assignment-1,forge.item,PaperCardPredicates,PredicateColor,3,1,1
Assignment-1,forge.item,PaperCardPredicates,test,15,6,1
Assignment-1,forge.item,PaperCardPredicates,test,3,1,1
Assignment-1,forge.item,PaperCardPredicates,PredicateRarity,3,1,1
Assignment-1,forge.item,PaperCardPredicates,test,3,1,1
Assignment-1,forge.item,PaperCardPredicates,PredicateSets,4,1,2
Assignment-1,forge.item,PaperCardPredicates,test,3,1,1
Assignment-1,forge.item,PaperCardPredicates,PredicateName,4,1,1
Assignment-1,forge.item,PaperCardPredicates,test,9,3,1
Assignment-1,forge.item,PaperCardPredicates,PredicateNames,4,1,1
Assignment-1,forge.item,PaperCardPredicates,fromRules,3,1,1
Assignment-1,forge.item,PredicateColor,PredicateColor,3,1,1
Assignment-1,forge.item,PredicateColor,test,15,6,1
Assignment-1,forge.item,PredicateRarity,test,3,1,1
Assignment-1,forge.item,PredicateRarity,PredicateRarity,3,1,1
Assignment-1,forge.item,PredicateSets,test,3,1,1
Assignment-1,forge.item,PredicateSets,PredicateSets,4,1,2
Assignment-1,forge.item,PredicateName,test,3,1,1
Assignment-1,forge.item,PredicateName,PredicateName,4,1,1
Assignment-1,forge.item,PredicateNames,test,9,3,1
Assignment-1,forge.item,PredicateNames,PredicateNames,4,1,1
Assignment-1,forge.item,BoosterBox,fromSet,7,2,1
Assignment-1,forge.item,BoosterBox,BoosterBox,4,1,3
Assignment-1,forge.item,BoosterBox,getDescription,3,1,0
Assignment-1,forge.item,BoosterBox,getItemType,3,1,0
Assignment-1,forge.item,BoosterBox,clone,3,1,0
Assignment-1,forge.item,BoosterBox,getTotalCards,3,1,0
Assignment-1,forge.item,BoosterBox,getCntBoosters,3,1,0
Assignment-1,forge.item,BoosterBox,Template,4,1,1
Assignment-1,forge.item,BoosterBox,toString,15,6,0
Assignment-1,forge.item,BoosterBox,getImageKey,3,1,1
Assignment-1,forge.item,Template,getCntBoosters,3,1,0
Assignment-1,forge.item,Template,Template,4,1,1
Assignment-1,forge.item,Template,toString,15,6,0
Assignment-1,forge.item,BoosterPack,fromSet,10,2,1
Assignment-1,forge.item,BoosterPack,fromColor,3,1,1
Assignment-1,forge.item,BoosterPack,BoosterPack,11,2,2
Assignment-1,forge.item,BoosterPack,getArtIndex,3,1,0
Assignment-1,forge.item,BoosterPack,getItemType,3,1,0
Assignment-1,forge.item,BoosterPack,getDescription,7,2,0
Assignment-1,forge.item,BoosterPack,clone,3,1,0
Assignment-1,forge.item,BoosterPack,getBoosterData,3,1,0
Assignment-1,forge.item,BoosterPack,equals,7,4,1
Assignment-1,forge.item,BoosterPack,hashCode,3,1,0
Assignment-1,forge.item,BoosterPack,getImageKey,9,2,1
Assignment-1,forge.item,InventoryItemFromSet,getEdition,0,1,0
Assignment-1,forge.item,FatPack,fromSet,11,3,1
Assignment-1,forge.item,FatPack,FatPack,4,1,3
Assignment-1,forge.item,FatPack,getDescription,3,1,0
Assignment-1,forge.item,FatPack,getItemType,4,1,0
Assignment-1,forge.item,FatPack,getExtraCards,3,1,0
Assignment-1,forge.item,FatPack,clone,3,1,0
Assignment-1,forge.item,FatPack,getTotalCards,3,1,0
Assignment-1,forge.item,FatPack,getCntBoosters,3,1,0
Assignment-1,forge.item,FatPack,Template,4,1,1
Assignment-1,forge.item,FatPack,toString,15,6,0
Assignment-1,forge.item,FatPack,getImageKey,3,1,1
Assignment-1,forge.item,Template,getCntBoosters,3,1,0
Assignment-1,forge.item,Template,Template,4,1,1
Assignment-1,forge.item,Template,toString,15,6,0
Assignment-1,forge.item,SealedProduct,SealedProduct,11,3,2
Assignment-1,forge.item,SealedProduct,getName,3,1,0
Assignment-1,forge.item,SealedProduct,getDescription,3,1,0
Assignment-1,forge.item,SealedProduct,getEdition,3,1,0
Assignment-1,forge.item,SealedProduct,getCards,6,2,0
Assignment-1,forge.item,SealedProduct,getTotalCards,3,1,0
Assignment-1,forge.item,SealedProduct,equals,6,3,1
Assignment-1,forge.item,SealedProduct,hashCode,3,1,0
Assignment-1,forge.item,SealedProduct,toString,3,1,0
Assignment-1,forge.item,SealedProduct,generate,3,1,0
Assignment-1,forge.item,SealedProduct,getRandomBasicLand,3,1,1
Assignment-1,forge.item,SealedProduct,getRandomBasicLands,3,1,2
Assignment-1,forge.item,PaperToken,makeTokenFileName,14,4,1
Assignment-1,forge.item,PaperToken,makeTokenFileName,3,1,4
Assignment-1,forge.item,PaperToken,makeTokenFileName,14,3,5
Assignment-1,forge.item,PaperToken,makeTokenFileName,38,14,2
Assignment-1,forge.item,PaperToken,PaperToken,18,4,3
Assignment-1,forge.item,PaperToken,getName,3,1,0
Assignment-1,forge.item,PaperToken,toString,3,1,0
Assignment-1,forge.item,PaperToken,getEdition,3,1,0
Assignment-1,forge.item,PaperToken,getCollectorNumber,3,1,0
Assignment-1,forge.item,PaperToken,getFunctionalVariant,3,1,0
Assignment-1,forge.item,PaperToken,getColorID,3,1,0
Assignment-1,forge.item,PaperToken,getArtIndex,3,1,0
Assignment-1,forge.item,PaperToken,isFoil,3,1,0
Assignment-1,forge.item,PaperToken,getRules,3,1,0
Assignment-1,forge.item,PaperToken,getRarity,3,1,0
Assignment-1,forge.item,PaperToken,getArtist,3,1,0
Assignment-1,forge.item,PaperToken,getImageFilename,3,1,0
Assignment-1,forge.item,PaperToken,getImageFilename,3,1,1
Assignment-1,forge.item,PaperToken,getItemType,3,1,0
Assignment-1,forge.item,PaperToken,hasBackFace,5,2,0
Assignment-1,forge.item,PaperToken,getMainFace,3,1,0
Assignment-1,forge.item,PaperToken,getOtherFace,3,1,0
Assignment-1,forge.item,PaperToken,isToken,3,1,0
Assignment-1,forge.item,PaperToken,getCardImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardAltImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardWSpecImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardUSpecImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardBSpecImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardRSpecImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getCardGSpecImageKey,3,1,0
Assignment-1,forge.item,PaperToken,getImageKey,17,3,1
Assignment-1,forge.item,PaperToken,getImageKey,3,1,1
Assignment-1,forge.item,PaperToken,isRebalanced,3,1,0
Assignment-1,forge.item,TournamentPack,fromSet,4,1,1
Assignment-1,forge.item,TournamentPack,TournamentPack,3,1,2
Assignment-1,forge.item,TournamentPack,isStarterDeck,3,1,0
Assignment-1,forge.item,TournamentPack,getItemType,3,1,0
Assignment-1,forge.item,TournamentPack,generate,3,1,0
Assignment-1,forge.item,TournamentPack,clone,3,1,0
Assignment-1,forge.item,TournamentPack,getImageKey,3,1,1
Assignment-1,forge.item,PaperCard,getName,3,1,0
Assignment-1,forge.item,PaperCard,getEdition,3,1,0
Assignment-1,forge.item,PaperCard,getCollectorNumber,4,2,0
Assignment-1,forge.item,PaperCard,getFunctionalVariant,3,1,0
Assignment-1,forge.item,PaperCard,getColorID,3,1,0
Assignment-1,forge.item,PaperCard,getArtIndex,3,1,0
Assignment-1,forge.item,PaperCard,isFoil,3,1,0
Assignment-1,forge.item,PaperCard,isToken,3,1,0
Assignment-1,forge.item,PaperCard,getRules,3,1,0
Assignment-1,forge.item,PaperCard,getRarity,3,1,0
Assignment-1,forge.item,PaperCard,getArtist,4,2,0
Assignment-1,forge.item,PaperCard,getFoiled,7,3,0
Assignment-1,forge.item,PaperCard,getUnFoiled,5,2,0
Assignment-1,forge.item,PaperCard,getNoSellVersion,7,3,0
Assignment-1,forge.item,PaperCard,getSellable,5,2,0
Assignment-1,forge.item,PaperCard,getColorIDVersion,6,4,1
Assignment-1,forge.item,PaperCard,getItemType,4,1,0
Assignment-1,forge.item,PaperCard,isNoSell,3,1,0
Assignment-1,forge.item,PaperCard,hasImage,3,1,0
Assignment-1,forge.item,PaperCard,hasImage,6,2,1
Assignment-1,forge.item,PaperCard,PaperCard,3,1,3
Assignment-1,forge.item,PaperCard,PaperCard,3,1,8
Assignment-1,forge.item,PaperCard,PaperCard,3,1,9
Assignment-1,forge.item,PaperCard,PaperCard,17,2,10
Assignment-1,forge.item,PaperCard,equals,21,8,1
Assignment-1,forge.item,PaperCard,hashCode,8,2,0
Assignment-1,forge.item,PaperCard,toString,3,1,0
Assignment-1,forge.item,PaperCard,getCardName,3,1,0
Assignment-1,forge.item,PaperCard,makeCollectorNumberSortingKey,5,2,1
Assignment-1,forge.item,PaperCard,getCollectorNumberSortingKey,6,2,0
Assignment-1,forge.item,PaperCard,compareTo,15,4,1
Assignment-1,forge.item,PaperCard,readObject,12,3,1
Assignment-1,forge.item,PaperCard,getImageKey,8,2,1
Assignment-1,forge.item,PaperCard,getCardImageKey,4,2,0
Assignment-1,forge.item,PaperCard,getCardAltImageKey,7,3,0
Assignment-1,forge.item,PaperCard,getCardWSpecImageKey,7,3,0
Assignment-1,forge.item,PaperCard,getCardUSpecImageKey,7,3,0
Assignment-1,forge.item,PaperCard,getCardBSpecImageKey,7,3,0
Assignment-1,forge.item,PaperCard,getCardRSpecImageKey,7,3,0
Assignment-1,forge.item,PaperCard,getCardGSpecImageKey,7,3,0
Assignment-1,forge.item,PaperCard,hasBackFace,4,1,0
Assignment-1,forge.item,PaperCard,getMainFace,4,1,0
Assignment-1,forge.item,PaperCard,getOtherFace,4,1,0
Assignment-1,forge.item,PaperCard,getVariantForFace,9,3,1
Assignment-1,forge.item,PaperCard,isVeryBasicLand,3,1,0
Assignment-1,forge.item,PaperCard,getSortableName,3,1,0
Assignment-1,forge.item,PaperCard,isUnRebalanced,3,1,0
Assignment-1,forge.item,PaperCard,isRebalanced,3,1,0
Assignment-1,forge.item,PreconDeck,getName,3,1,0
Assignment-1,forge.item,PreconDeck,getItemType,3,1,0
Assignment-1,forge.item,PreconDeck,toString,3,1,0
Assignment-1,forge.item,PreconDeck,PreconDeck,5,1,3
Assignment-1,forge.item,PreconDeck,getDeck,3,1,0
Assignment-1,forge.item,PreconDeck,getImageFilename,3,1,0
Assignment-1,forge.item,PreconDeck,getEdition,3,1,0
Assignment-1,forge.item,PreconDeck,getDescription,3,1,0
Assignment-1,forge.item,PreconDeck,Reader,3,1,1
Assignment-1,forge.item,PreconDeck,read,3,1,1
Assignment-1,forge.item,PreconDeck,getPreconDeckFromSections,10,1,1
Assignment-1,forge.item,PreconDeck,getFileFilter,3,1,0
Assignment-1,forge.item,PreconDeck,getImageKey,3,1,1
Assignment-1,forge.item,Reader,Reader,3,1,1
Assignment-1,forge.item,Reader,read,3,1,1
Assignment-1,forge.item,Reader,getPreconDeckFromSections,10,1,1
Assignment-1,forge.item,Reader,getFileFilter,3,1,0
Assignment-1,forge.item,InventoryItem,getItemType,0,1,0
Assignment-1,forge.item,InventoryItem,getImageKey,0,1,1
Assignment-1,forge.item,InventoryItem,getUntranslatedType,3,1,0
Assignment-1,forge.item,DeckHintsTest,setupTest,3,1,0
Assignment-1,forge.item,DeckHintsTest,test,13,1,0
Assignment-1,forge.item,DeckHintsTest,testCards,12,1,0
Assignment-1,forge.item,DeckHintsTest,testKeywords,10,1,0
Assignment-1,forge.item,DeckHintsTest,testColor,10,1,0
Assignment-1,forge.item,DeckHintsTest,testNoFilter,6,1,0
Assignment-1,forge.item,DeckHintsTest,testMultiple,13,1,0
Assignment-1,forge.item,DeckHintsTest,testDeckHasAbility,11,1,0
Assignment-1,forge.item,DeckHintsTest,readCard,10,2,1
Assignment-1,forge.item.generation,IUnOpenedProduct,get,0,1,0
Assignment-1,forge.item.generation,BoosterGenerator,getPrintSheet,4,2,1
Assignment-1,forge.item.generation,BoosterGenerator,generateFoilCard,4,1,1
Assignment-1,forge.item.generation,BoosterGenerator,generateFoilCard,5,1,1
Assignment-1,forge.item.generation,BoosterGenerator,getBoosterPack,244,68,1
Assignment-1,forge.item.generation,BoosterGenerator,getBoosterPack,39,6,1
Assignment-1,forge.item.generation,BoosterGenerator,ensureGuaranteedCardInBooster,43,12,3
Assignment-1,forge.item.generation,BoosterGenerator,replaceCardFromExtraSheet,5,1,2
Assignment-1,forge.item.generation,BoosterGenerator,replaceCard,34,10,2
Assignment-1,forge.item.generation,BoosterGenerator,addCardsFromExtraSheet,14,5,2
Assignment-1,forge.item.generation,BoosterGenerator,makeSheet,61,9,2
Assignment-1,forge.item.generation,BoosterGenerator,buildExtraPredicate,96,27,1
Assignment-1,forge.item.generation,UnOpenedProduct,isPoolLimited,3,1,0
Assignment-1,forge.item.generation,UnOpenedProduct,setLimitedPool,3,1,1
Assignment-1,forge.item.generation,UnOpenedProduct,UnOpenedProduct,4,1,1
Assignment-1,forge.item.generation,UnOpenedProduct,UnOpenedProduct,3,1,2
Assignment-1,forge.item.generation,UnOpenedProduct,UnOpenedProduct,5,1,2
Assignment-1,forge.item.generation,UnOpenedProduct,UnOpenedProduct,3,1,2
Assignment-1,forge.item.generation,UnOpenedProduct,prebuildSheets,5,2,1
Assignment-1,forge.item.generation,UnOpenedProduct,get,6,2,0
Assignment-1,forge.item.generation,UnOpenedProduct,getBoosterPack,13,4,0
Assignment-1,forge.item.generation,ChaosBoosterSupplier,ChaosBoosterSupplier,3,1,1
Assignment-1,forge.item.generation,ChaosBoosterSupplier,get,5,1,0
Assignment-1,forge.deck,DeckRecognizer,LegalCard,3,1,4
Assignment-1,forge.deck,DeckRecognizer,LimitedCard,3,1,5
Assignment-1,forge.deck,DeckRecognizer,NotAllowedCard,3,1,3
Assignment-1,forge.deck,DeckRecognizer,CardInInvalidSet,3,1,3
Assignment-1,forge.deck,DeckRecognizer,UnknownCard,4,1,3
Assignment-1,forge.deck,DeckRecognizer,UnsupportedCard,4,1,3
Assignment-1,forge.deck,DeckRecognizer,WarningMessage,3,1,1
Assignment-1,forge.deck,DeckRecognizer,UnsupportedDeckSection,3,1,1
Assignment-1,forge.deck,DeckRecognizer,DeckSection,16,12,2
Assignment-1,forge.deck,DeckRecognizer,Token,9,1,4
Assignment-1,forge.deck,DeckRecognizer,Token,5,1,5
Assignment-1,forge.deck,DeckRecognizer,Token,5,1,6
Assignment-1,forge.deck,DeckRecognizer,Token,5,1,3
Assignment-1,forge.deck,DeckRecognizer,Token,3,1,2
Assignment-1,forge.deck,DeckRecognizer,getText,4,2,0
Assignment-1,forge.deck,DeckRecognizer,getCard,3,1,0
Assignment-1,forge.deck,DeckRecognizer,getType,3,1,0
Assignment-1,forge.deck,DeckRecognizer,getQuantity,3,1,0
Assignment-1,forge.deck,DeckRecognizer,cardRequestHasNoCode,3,1,0
Assignment-1,forge.deck,DeckRecognizer,getTokenSection,3,1,0
Assignment-1,forge.deck,DeckRecognizer,resetTokenSection,3,1,1
Assignment-1,forge.deck,DeckRecognizer,replaceTokenCard,4,2,1
Assignment-1,forge.deck,DeckRecognizer,getLimitedCardType,3,1,0
Assignment-1,forge.deck,DeckRecognizer,isCardToken,3,1,0
Assignment-1,forge.deck,DeckRecognizer,isTokenForDeck,3,1,0
Assignment-1,forge.deck,DeckRecognizer,isCardTokenForDeck,3,1,0
Assignment-1,forge.deck,DeckRecognizer,isCardPlaceholder,3,1,0
Assignment-1,forge.deck,DeckRecognizer,isDeckSection,3,1,0
Assignment-1,forge.deck,DeckRecognizer,getKey,3,1,0
Assignment-1,forge.deck,DeckRecognizer,fromToken,11,4,1
Assignment-1,forge.deck,DeckRecognizer,toString,8,3,0
Assignment-1,forge.deck,DeckRecognizer,fromString,17,4,1
Assignment-1,forge.deck,DeckRecognizer,allCardTypes,12,2,0
Assignment-1,forge.deck,DeckRecognizer,parseCardList,37,9,1
Assignment-1,forge.deck,DeckRecognizer,isAllowed,3,1,1
Assignment-1,forge.deck,DeckRecognizer,recognizeLine,20,8,2
Assignment-1,forge.deck,DeckRecognizer,purgeAllLinks,10,3,1
Assignment-1,forge.deck,DeckRecognizer,recogniseCardToken,54,12,2
Assignment-1,forge.deck,DeckRecognizer,checkDoubleSidedCard,12,5,1
Assignment-1,forge.deck,DeckRecognizer,checkAndSetCardToken,8,5,6
Assignment-1,forge.deck,DeckRecognizer,getTokenSection,28,10,3
Assignment-1,forge.deck,DeckRecognizer,hasGameFormatConstraints,3,1,0
Assignment-1,forge.deck,DeckRecognizer,getRexGroup,10,1,2
Assignment-1,forge.deck,DeckRecognizer,isBannedInFormat,3,1,1
Assignment-1,forge.deck,DeckRecognizer,isRestrictedInFormat,3,1,2
Assignment-1,forge.deck,DeckRecognizer,IsIllegalInFormat,3,1,1
Assignment-1,forge.deck,DeckRecognizer,isNotCompliantWithReleaseDateRestrictions,3,1,1
Assignment-1,forge.deck,DeckRecognizer,getRegExMatchers,14,5,1
Assignment-1,forge.deck,DeckRecognizer,recogniseNonCardToken,28,8,1
Assignment-1,forge.deck,DeckRecognizer,isCardType,5,2,1
Assignment-1,forge.deck,DeckRecognizer,isCardRarity,3,1,1
Assignment-1,forge.deck,DeckRecognizer,isCardCMC,3,1,1
Assignment-1,forge.deck,DeckRecognizer,isManaToken,3,1,1
Assignment-1,forge.deck,DeckRecognizer,isDeckSectionName,5,2,1
Assignment-1,forge.deck,DeckRecognizer,nonCardTokenMatch,7,3,1
Assignment-1,forge.deck,DeckRecognizer,cardRarityTokenMatch,7,3,1
Assignment-1,forge.deck,DeckRecognizer,cardCMCTokenMatch,7,3,1
Assignment-1,forge.deck,DeckRecognizer,getCardCMCMatch,7,2,1
Assignment-1,forge.deck,DeckRecognizer,manaTokenMatch,11,3,1
Assignment-1,forge.deck,DeckRecognizer,matchAnyManaSymbolIn,6,3,1
Assignment-1,forge.deck,DeckRecognizer,getManaTokenMatch,17,4,1
Assignment-1,forge.deck,DeckRecognizer,getMagicColourLabel,4,2,1
Assignment-1,forge.deck,DeckRecognizer,getMagicColourLabel,7,2,2
Assignment-1,forge.deck,DeckRecognizer,getMagicColor,18,7,1
Assignment-1,forge.deck,DeckRecognizer,getLocalisedMagicColorName,22,9,1
Assignment-1,forge.deck,DeckRecognizer,getColorNameByLocalisedName,9,6,1
Assignment-1,forge.deck,DeckRecognizer,getManaNameAndSymbol,26,14,1
Assignment-1,forge.deck,DeckRecognizer,isDeckName,6,2,1
Assignment-1,forge.deck,DeckRecognizer,deckNameMatch,7,3,1
Assignment-1,forge.deck,DeckRecognizer,setDateConstraint,5,1,2
Assignment-1,forge.deck,DeckRecognizer,setGameFormatConstraint,8,4,3
Assignment-1,forge.deck,DeckRecognizer,setDeckFormatConstraint,3,1,1
Assignment-1,forge.deck,DeckRecognizer,setArtPreference,3,1,1
Assignment-1,forge.deck,DeckRecognizer,setAllowedDeckSections,3,1,1
Assignment-1,forge.deck,DeckRecognizer,forceImportBannedAndRestrictedCards,3,1,0
Assignment-1,forge.deck,Token,LegalCard,3,1,4
Assignment-1,forge.deck,Token,LimitedCard,3,1,5
Assignment-1,forge.deck,Token,NotAllowedCard,3,1,3
Assignment-1,forge.deck,Token,CardInInvalidSet,3,1,3
Assignment-1,forge.deck,Token,UnknownCard,4,1,3
Assignment-1,forge.deck,Token,UnsupportedCard,4,1,3
Assignment-1,forge.deck,Token,WarningMessage,3,1,1
Assignment-1,forge.deck,Token,UnsupportedDeckSection,3,1,1
Assignment-1,forge.deck,Token,DeckSection,16,12,2
Assignment-1,forge.deck,Token,Token,9,1,4
Assignment-1,forge.deck,Token,Token,5,1,5
Assignment-1,forge.deck,Token,Token,5,1,6
Assignment-1,forge.deck,Token,Token,5,1,3
Assignment-1,forge.deck,Token,Token,3,1,2
Assignment-1,forge.deck,Token,getText,4,2,0
Assignment-1,forge.deck,Token,getCard,3,1,0
Assignment-1,forge.deck,Token,getType,3,1,0
Assignment-1,forge.deck,Token,getQuantity,3,1,0
Assignment-1,forge.deck,Token,cardRequestHasNoCode,3,1,0
Assignment-1,forge.deck,Token,getTokenSection,3,1,0
Assignment-1,forge.deck,Token,resetTokenSection,3,1,1
Assignment-1,forge.deck,Token,replaceTokenCard,4,2,1
Assignment-1,forge.deck,Token,getLimitedCardType,3,1,0
Assignment-1,forge.deck,Token,isCardToken,3,1,0
Assignment-1,forge.deck,Token,isTokenForDeck,3,1,0
Assignment-1,forge.deck,Token,isCardTokenForDeck,3,1,0
Assignment-1,forge.deck,Token,isCardPlaceholder,3,1,0
Assignment-1,forge.deck,Token,isDeckSection,3,1,0
Assignment-1,forge.deck,Token,getKey,3,1,0
Assignment-1,forge.deck,Token,fromToken,11,4,1
Assignment-1,forge.deck,Token,toString,8,3,0
Assignment-1,forge.deck,Token,fromString,17,4,1
Assignment-1,forge.deck,TokenKey,fromToken,11,4,1
Assignment-1,forge.deck,TokenKey,toString,8,3,0
Assignment-1,forge.deck,TokenKey,fromString,17,4,1
Assignment-1,forge.deck,CardPool,CardPool,3,1,0
Assignment-1,forge.deck,CardPool,CardPool,4,1,1
Assignment-1,forge.deck,CardPool,add,4,1,2
Assignment-1,forge.deck,CardPool,add,3,1,2
Assignment-1,forge.deck,CardPool,add,3,1,3
Assignment-1,forge.deck,CardPool,add,3,1,4
Assignment-1,forge.deck,CardPool,add,3,1,4
Assignment-1,forge.deck,CardPool,add,49,10,6
Assignment-1,forge.deck,CardPool,add,5,2,1
Assignment-1,forge.deck,CardPool,get,7,3,1
Assignment-1,forge.deck,CardPool,countByName,3,1,1
Assignment-1,forge.deck,CardPool,countByName,3,1,1
Assignment-1,forge.deck,CardPool,getCardEditionStatistics,14,4,1
Assignment-1,forge.deck,CardPool,getCardEditionsGroupedByNumberOfCards,6,2,1
Assignment-1,forge.deck,CardPool,getCardEditionTypeStatistics,13,2,1
Assignment-1,forge.deck,CardPool,getTheMostFrequentEditionType,18,6,0
Assignment-1,forge.deck,CardPool,isModern,12,4,0
Assignment-1,forge.deck,CardPool,getPivotCardEdition,26,5,1
Assignment-1,forge.deck,CardPool,getMedianFrequency,13,3,2
Assignment-1,forge.deck,CardPool,toString,18,4,0
Assignment-1,forge.deck,CardPool,fromCardList,13,3,1
Assignment-1,forge.deck,CardPool,processCardList,18,6,1
Assignment-1,forge.deck,CardPool,toCardList,15,3,1
Assignment-1,forge.deck,CardPool,getFilteredPool,7,3,1
Assignment-1,forge.deck,CardPool,getFilteredPoolWithCardsCount,9,3,1
Assignment-1,forge.deck,DeckGroup,DeckGroup,3,1,0
Assignment-1,forge.deck,DeckGroup,DeckGroup,3,1,1
Assignment-1,forge.deck,DeckGroup,getHumanDeck,3,1,0
Assignment-1,forge.deck,DeckGroup,getAiDecks,3,1,0
Assignment-1,forge.deck,DeckGroup,setHumanDeck,6,2,1
Assignment-1,forge.deck,DeckGroup,rankAiDecks,6,2,1
Assignment-1,forge.deck,DeckGroup,getItemType,3,1,0
Assignment-1,forge.deck,DeckGroup,cloneFieldsTo,8,2,1
Assignment-1,forge.deck,DeckGroup,addAiDeck,7,2,1
Assignment-1,forge.deck,DeckGroup,addAiDecks,3,1,1
Assignment-1,forge.deck,DeckGroup,newInstance,3,1,1
Assignment-1,forge.deck,DeckGroup,isEmpty,3,1,0
Assignment-1,forge.deck,DeckGroup,getImageKey,3,1,1
Assignment-1,forge.deck,DeckBase,DeckBase,3,1,1
Assignment-1,forge.deck,DeckBase,compareTo,3,1,1
Assignment-1,forge.deck,DeckBase,equals,7,2,1
Assignment-1,forge.deck,DeckBase,hashCode,3,1,0
Assignment-1,forge.deck,DeckBase,getName,3,1,0
Assignment-1,forge.deck,DeckBase,setName,3,1,1
Assignment-1,forge.deck,DeckBase,hasName,3,1,0
Assignment-1,forge.deck,DeckBase,getDirectory,3,1,0
Assignment-1,forge.deck,DeckBase,setDirectory,3,1,1
Assignment-1,forge.deck,DeckBase,getUniqueKey,6,2,0
Assignment-1,forge.deck,DeckBase,toString,3,1,0
Assignment-1,forge.deck,DeckBase,setComment,3,1,1
Assignment-1,forge.deck,DeckBase,getComment,3,1,0
Assignment-1,forge.deck,DeckBase,newInstance,0,1,1
Assignment-1,forge.deck,DeckBase,cloneFieldsTo,4,1,1
Assignment-1,forge.deck,DeckBase,copyTo,5,1,1
Assignment-1,forge.deck,DeckBase,getBestFileName,8,2,0
Assignment-1,forge.deck,DeckBase,isEmpty,0,1,0
Assignment-1,forge.deck,DeckBase,getHumanDeck,0,1,0
Assignment-1,forge.deck,Deck,Deck,3,1,0
