Project Name,Package Name,Type Name,Method Name,Code Smell
Assignment-1,forge.deck,DeckRecognizerTest,testInvalidCardRequestWhenReleaseDateConstraintsAreUp,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testInvalidCardRequestWhenReleaseDateConstraintsAreUp,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testInvalidCardRequestWhenReleaseDateConstraintsAreUp,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testChangesInArtPreference,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestVariesUponChangesInArtPreference,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestVariesUponChangesInArtPreference,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testRequestingCardWithRestrictionsOnDeckFormat,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestUnderGameConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestUnderGameConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestUnderGameConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardRequestUnderGameConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testGameFormatRestrictionsAlsoWithRestrictedCardList,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testGameFormatRestrictionsAlsoWithRestrictedCardList,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testGameFormatRestrictionsAlsoWithRestrictedCardList,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testGameFormatRestrictionsAlsoWithRestrictedCardList,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testSettingPartialConstraintsOnGameFormatsAreStillApplied,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testSettingPartialConstraintsOnGameFormatsAreStillApplied,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testSettingPartialConstraintsOnGameFormatsAreStillApplied,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testSettingPartialConstraintsOnGameFormatsAreStillApplied,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDGameFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDdeckFormatConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithDateANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithGameANDdeckFormatConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithGameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWithGameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWitDateANDgameANDdeckFormatConstraints,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWitDateANDgameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWitDateANDgameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWitDateANDgameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardMatchWitDateANDgameANDdeckFormatConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardRecognisedMTGGoldfishFormat,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardRecognisedMTGGoldfishFormat,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardRecognisedMTGGoldfishFormat,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardNameEntryInMarkDownExportFromTappedOut,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testCardTokenIsAssignedToCorrectDeckSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardTokenIsAssignedToCorrectDeckSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardTokenIsAssignedToCorrectDeckSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardTokenIsAssignedToCorrectDeckSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardTokenIsAssignedToCorrectDeckSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardSectionIsAdaptedToCardRegardlessOfCurrentSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardSectionIsAdaptedToCardRegardlessOfCurrentSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardSectionIsAdpatedToCardRegardlessOfSectionInCardRequest,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardSectionIsAdpatedToCardRegardlessOfSectionInCardRequest,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionTokenValidationAlsoAppliesToNonLegalCards,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionTokenValidationAlsoAppliesToNonLegalCards,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testTokenKeyWithGameConstraints,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testTokenKeyWithNonCardTokens,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testTokenKeyWithNonCardTokens,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testRecognizeLines,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testRecognizeLines,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Long Statement
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParsingCardListNoConstraint,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParseCardListWithAllowedSectionsRaisesUnsupportedCardsAndSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParseCardListWithAllowedSectionsRaisesUnsupportedCardsAndSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParseCardListWithAllowedSectionsRaisesUnsupportedCardsAndSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testParseCardListWithAllowedSectionsRaisesUnsupportedCardsAndSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardListWithDeckNameHasDeckNameOnTop,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardListWithDeckNameHasDeckNameOnTop,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardListWithDeckNameHasDeckNameOnTop,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testCardsInDifferentSectionsWillAddAlsoDeckSectionPlaceholders,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testDeckSectionValidationForTokensAddPlaceholderAndRestoresMainSection,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testUnsupportedCardIsReturnedOnlyWhenNoOtherOptionExistForSectionMatching,Magic Number
Assignment-1,forge.deck,DeckRecognizerTest,testUnsupportedCardIsReturnedOnlyWhenNoOtherOptionExistForSectionMatching,Magic Number
Assignment-1,forge.deck,FSideboardDialog,TabPageBase,Abstract Function Call From Constructor
Assignment-1,forge.deck,FSideboardDialog,addItem,Long Parameter List
Assignment-1,forge.deck,FSideboardDialog,addItem,Magic Number
Assignment-1,forge.deck,FSideboardDialog,buildMenu,Long Statement
Assignment-1,forge.deck,FSideboardDialog,buildMenu,Long Statement
Assignment-1,forge.deck,SideboardTabs,TabPageBase,Abstract Function Call From Constructor
Assignment-1,forge.deck,SideboardTabs,addItem,Long Parameter List
Assignment-1,forge.deck,SideboardTabs,addItem,Magic Number
Assignment-1,forge.deck,SideboardTabs,buildMenu,Long Statement
Assignment-1,forge.deck,SideboardTabs,buildMenu,Long Statement
Assignment-1,forge.deck,TabPageBase,TabPageBase,Abstract Function Call From Constructor
Assignment-1,forge.deck,TabPageBase,addItem,Long Parameter List
Assignment-1,forge.deck,TabPageBase,addItem,Magic Number
Assignment-1,forge.deck,SideboardPage,buildMenu,Long Statement
Assignment-1,forge.deck,MainDeckPage,buildMenu,Long Statement
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetScrollBounds,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetScrollBounds,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetScrollBounds,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,tap,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Complex Method
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Long Method
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,AddBasicLandsDialog,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,updateDeckInfoLabel,Long Statement
Assignment-1,forge.deck,AddBasicLandsDialog,updateDeckInfoLabel,Long Statement
Assignment-1,forge.deck,AddBasicLandsDialog,LandPanel,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,doLayout,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,doLayout,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,doLayout,Magic Number
Assignment-1,forge.deck,AddBasicLandsDialog,doLayout,Magic Number
Assignment-1,forge.deck,LandPanel,LandPanel,Magic Number
Assignment-1,forge.deck,LandPanel,doLayout,Magic Number
Assignment-1,forge.deck,LandPanel,doLayout,Magic Number
Assignment-1,forge.deck,LandPanel,doLayout,Magic Number
Assignment-1,forge.deck,LandPanel,doLayout,Magic Number
Assignment-1,forge.deck,FDeckEditor,getPages,Complex Method
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Long Statement
Assignment-1,forge.deck,FDeckEditor,getPages,Missing default
Assignment-1,forge.deck,FDeckEditor,getExtraSections,Long Statement
Assignment-1,forge.deck,FDeckEditor,createPageForExtraSection,Complex Method
Assignment-1,forge.deck,FDeckEditor,createPageForExtraSection,Long Statement
Assignment-1,forge.deck,FDeckEditor,createPageForExtraSection,Long Statement
Assignment-1,forge.deck,FDeckEditor,createPageForExtraSection,Missing default
Assignment-1,forge.deck,FDeckEditor,iconFromDeckSection,Complex Method
Assignment-1,forge.deck,FDeckEditor,iconFromDeckSection,Missing default
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Complex Method
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Method
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Parameter List
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Statement
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Statement
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Statement
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Statement
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Long Statement
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Missing default
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Missing default
Assignment-1,forge.deck,FDeckEditor,FDeckEditor,Missing default
Assignment-1,forge.deck,FDeckEditor,handleEvent,Complex Method
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Method
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Statement
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Statement
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Statement
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Statement
Assignment-1,forge.deck,FDeckEditor,handleEvent,Long Statement
Assignment-1,forge.deck,FDeckEditor,handleEvent,Missing default
Assignment-1,forge.deck,FDeckEditor,buildMenu,Complex Method
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Method
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Missing default
Assignment-1,forge.deck,FDeckEditor,getCardLimit,Complex Method
Assignment-1,forge.deck,FDeckEditor,getCardLimit,Missing default
Assignment-1,forge.deck,FDeckEditor,getExtraSectionMaxCopies,Complex Method
Assignment-1,forge.deck,FDeckEditor,getExtraSectionMaxCopies,Magic Number
Assignment-1,forge.deck,FDeckEditor,getExtraSectionMaxCopies,Missing default
Assignment-1,forge.deck,FDeckEditor,getMaxMovable,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,getMaxMovable,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,getMaxMovable,Complex Method
Assignment-1,forge.deck,FDeckEditor,getMaxMovable,Long Statement
Assignment-1,forge.deck,FDeckEditor,filterCatalogForExtraSection,Complex Method
Assignment-1,forge.deck,FDeckEditor,filterCatalogForExtraSection,Long Statement
Assignment-1,forge.deck,FDeckEditor,filterCatalogForExtraSection,Long Statement
Assignment-1,forge.deck,FDeckEditor,filterCatalogForExtraSection,Missing default
Assignment-1,forge.deck,FDeckEditor,onClose,Long Statement
Assignment-1,forge.deck,FDeckEditor,isDraftEditor,Missing default
Assignment-1,forge.deck,FDeckEditor,allowsReplacement,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,allowsReplacement,Complex Method
Assignment-1,forge.deck,FDeckEditor,allowsReplacement,Long Statement
Assignment-1,forge.deck,FDeckEditor,allowsReplacement,Missing default
Assignment-1,forge.deck,FDeckEditor,drawOverlay,Magic Number
Assignment-1,forge.deck,FDeckEditor,doLayout,Magic Number
Assignment-1,forge.deck,FDeckEditor,CardManagerPage,Long Statement
Assignment-1,forge.deck,FDeckEditor,initialize,Long Statement
Assignment-1,forge.deck,FDeckEditor,getAllowedAdditions,Complex Method
Assignment-1,forge.deck,FDeckEditor,getAllowedAdditions,Long Statement
Assignment-1,forge.deck,FDeckEditor,addItem,Long Parameter List
Assignment-1,forge.deck,FDeckEditor,addItem,Long Statement
Assignment-1,forge.deck,FDeckEditor,addItem,Magic Number
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Complex Method
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Magic Number
Assignment-1,forge.deck,FDeckEditor,addMoveCardMenuItem,Magic Number
Assignment-1,forge.deck,FDeckEditor,getMoveLabel,Complex Method
Assignment-1,forge.deck,FDeckEditor,getMoveLabel,Missing default
Assignment-1,forge.deck,FDeckEditor,canBeCommander,Missing default
Assignment-1,forge.deck,FDeckEditor,canBeSignatureSpell,Long Statement
Assignment-1,forge.deck,FDeckEditor,doLayout,Magic Number
Assignment-1,forge.deck,FDeckEditor,initialize,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,initialize,Long Statement
Assignment-1,forge.deck,FDeckEditor,getItemManagerCaption,Missing default
Assignment-1,forge.deck,FDeckEditor,refresh,Complex Method
Assignment-1,forge.deck,FDeckEditor,refresh,Long Method
Assignment-1,forge.deck,FDeckEditor,refresh,Missing default
Assignment-1,forge.deck,FDeckEditor,refresh,Missing default
Assignment-1,forge.deck,FDeckEditor,refresh,Missing default
Assignment-1,forge.deck,FDeckEditor,buildMenu,Complex Conditional
Assignment-1,forge.deck,FDeckEditor,buildMenu,Complex Method
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildDeckMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,setCards,Long Statement
Assignment-1,forge.deck,FDeckEditor,onCardActivated,Complex Method
Assignment-1,forge.deck,FDeckEditor,onCardActivated,Missing default
Assignment-1,forge.deck,FDeckEditor,onCardActivated,Missing default
Assignment-1,forge.deck,FDeckEditor,buildMenu,Complex Method
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Method
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Long Statement
Assignment-1,forge.deck,FDeckEditor,buildMenu,Missing default
Assignment-1,forge.deck,FDeckEditor,save,Complex Method
Assignment-1,forge.deck,FDeckEditor,save,Missing default
Assignment-1,forge.deck,FDeckEditor,getNextAvailableName,Magic Number
Assignment-1,forge.deck,DeckHeader,drawOverlay,Magic Number
Assignment-1,forge.deck,DeckHeader,doLayout,Magic Number
Assignment-1,forge.deck,CardManagerPage,CardManagerPage,Long Statement
Assignment-1,forge.deck,CardManagerPage,initialize,Long Statement
Assignment-1,forge.deck,CardManagerPage,getAllowedAdditions,Complex Method
Assignment-1,forge.deck,CardManagerPage,getAllowedAdditions,Long Statement
Assignment-1,forge.deck,CardManagerPage,addItem,Long Parameter List
Assignment-1,forge.deck,CardManagerPage,addItem,Long Statement
Assignment-1,forge.deck,CardManagerPage,addItem,Magic Number
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Complex Conditional
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Complex Method
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Long Statement
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Magic Number
Assignment-1,forge.deck,CardManagerPage,addMoveCardMenuItem,Magic Number
Assignment-1,forge.deck,CardManagerPage,getMoveLabel,Complex Method
Assignment-1,forge.deck,CardManagerPage,getMoveLabel,Missing default
Assignment-1,forge.deck,CardManagerPage,canBeCommander,Missing default
Assignment-1,forge.deck,CardManagerPage,canBeSignatureSpell,Long Statement
Assignment-1,forge.deck,CardManagerPage,doLayout,Magic Number
Assignment-1,forge.deck,CatalogPage,initialize,Complex Conditional
Assignment-1,forge.deck,CatalogPage,initialize,Long Statement
Assignment-1,forge.deck,CatalogPage,getItemManagerCaption,Missing default
Assignment-1,forge.deck,CatalogPage,refresh,Complex Method
Assignment-1,forge.deck,CatalogPage,refresh,Long Method
Assignment-1,forge.deck,CatalogPage,refresh,Missing default
Assignment-1,forge.deck,CatalogPage,refresh,Missing default
Assignment-1,forge.deck,CatalogPage,refresh,Missing default
Assignment-1,forge.deck,CatalogPage,buildMenu,Complex Conditional
Assignment-1,forge.deck,CatalogPage,buildMenu,Complex Method
Assignment-1,forge.deck,CatalogPage,buildMenu,Long Statement
Assignment-1,forge.deck,CatalogPage,buildMenu,Long Statement
Assignment-1,forge.deck,CatalogPage,buildMenu,Long Statement
Assignment-1,forge.deck,CatalogPage,buildMenu,Long Statement
Assignment-1,forge.deck,CatalogPage,buildDeckMenu,Long Statement
Assignment-1,forge.deck,DeckSectionPage,setCards,Long Statement
Assignment-1,forge.deck,DeckSectionPage,onCardActivated,Complex Method
Assignment-1,forge.deck,DeckSectionPage,onCardActivated,Missing default
Assignment-1,forge.deck,DeckSectionPage,onCardActivated,Missing default
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Complex Method
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Long Method
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Long Statement
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Long Statement
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Long Statement
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Long Statement
Assignment-1,forge.deck,DeckSectionPage,buildMenu,Missing default
Assignment-1,forge.deck,DeckController,save,Complex Method
Assignment-1,forge.deck,DeckController,save,Missing default
Assignment-1,forge.deck,DeckController,getNextAvailableName,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,FDeckImportDialog,Complex Conditional
Assignment-1,forge.deck,FDeckImportDialog,FDeckImportDialog,Complex Method
Assignment-1,forge.deck,FDeckImportDialog,FDeckImportDialog,Long Statement
Assignment-1,forge.deck,FDeckImportDialog,FDeckImportDialog,Long Statement
Assignment-1,forge.deck,FDeckImportDialog,FDeckImportDialog,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FDeckImportDialog,layoutAndGetHeight,Magic Number
Assignment-1,forge.deck,FVanguardChooser,doLayout,Magic Number
Assignment-1,forge.deck,FVanguardChooser,doLayout,Magic Number
Assignment-1,forge.deck,FDeckChooser,promptForDeck,Long Statement
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Complex Conditional
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Complex Conditional
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Complex Conditional
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Complex Method
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Long Statement
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Long Statement
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Long Statement
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Magic Number
Assignment-1,forge.deck,FDeckChooser,FDeckChooser,Missing default
Assignment-1,forge.deck,FDeckChooser,onActivate,Complex Method
Assignment-1,forge.deck,FDeckChooser,onActivate,Missing default
Assignment-1,forge.deck,FDeckChooser,onActivate,Missing default
Assignment-1,forge.deck,FDeckChooser,isGeneratedDeck,Complex Method
Assignment-1,forge.deck,FDeckChooser,isGeneratedDeck,Missing default
Assignment-1,forge.deck,FDeckChooser,createNewDeck,Complex Method
Assignment-1,forge.deck,FDeckChooser,createNewDeck,Missing default
Assignment-1,forge.deck,FDeckChooser,editSelectedDeck,Complex Method
Assignment-1,forge.deck,FDeckChooser,editSelectedDeck,Long Statement
Assignment-1,forge.deck,FDeckChooser,editSelectedDeck,Long Statement
Assignment-1,forge.deck,FDeckChooser,editSelectedDeck,Missing default
Assignment-1,forge.deck,FDeckChooser,editSelectedDeck,Missing default
Assignment-1,forge.deck,FDeckChooser,run,Missing default
