Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
Assignment-1,forge.download,GuiDownloader,13,0,6,6,72,8,0,0,0.3333333333333333,0,13
Assignment-1,forge.download,ProxyHandler,1,0,2,2,13,3,0,0,0.0,0,0
Assignment-1,forge.download,AutoUpdater,12,1,17,5,222,45,0,0,0.0,0,4
Assignment-1,forge.toolbox,FSpinner,4,0,5,4,40,5,0,2,0.4,2,2
Assignment-1,forge.toolbox,Builder,4,0,4,4,21,4,2,0,1.0,5,0
Assignment-1,forge.toolbox,FScrollPanel,1,0,15,15,90,25,0,3,0.26666666666666666,4,0
Assignment-1,forge.toolbox,ToolTipListener,0,0,7,6,37,9,0,0,-1.0,0,0
Assignment-1,forge.toolbox,FTextField,13,1,26,24,175,43,4,2,0.34615384615384615,34,5
Assignment-1,forge.toolbox,Builder,6,0,9,9,44,9,0,0,0.7777777777777778,0,0
Assignment-1,forge.toolbox,_LengthLimitedDocument,1,0,2,1,16,4,0,0,0.0,0,0
Assignment-1,forge.toolbox,ChangeListener,0,0,4,4,12,4,0,0,-1.0,3,0
Assignment-1,forge.toolbox,FHyperlink,2,0,7,3,73,11,0,3,0.7142857142857143,0,3
Assignment-1,forge.toolbox,Builder,1,0,4,3,54,7,0,3,0.75,0,2
Assignment-1,forge.toolbox,_LinkRunner,1,0,2,0,13,3,0,0,0.0,0,0
Assignment-1,forge.toolbox,CardFaceSymbols,4,0,12,12,231,26,0,0,0.16666666666666666,6,6
Assignment-1,forge.toolbox,FPanel,28,0,27,19,300,55,0,3,0.1111111111111111,10,4
Assignment-1,forge.toolbox,FScrollPane,6,0,25,16,246,52,5,2,0.64,45,4
Assignment-1,forge.toolbox,ArrowButton,4,0,5,1,37,7,4,3,0.4,1,2
Assignment-1,forge.toolbox,LeftArrowButton,0,0,2,1,16,3,0,4,-1.0,0,0
Assignment-1,forge.toolbox,RightArrowButton,0,0,2,1,16,3,0,4,-1.0,0,0
Assignment-1,forge.toolbox,TopArrowButton,0,0,2,1,16,3,0,4,-1.0,0,0
Assignment-1,forge.toolbox,BottomArrowButton,0,0,2,1,16,3,0,4,-1.0,0,0
Assignment-1,forge.toolbox,FDigitalClock,5,0,2,1,32,4,0,2,0.0,2,1
Assignment-1,forge.toolbox,JXButtonPanel,6,0,18,15,170,39,0,0,0.16666666666666666,5,3
Assignment-1,forge.toolbox,ActionHandler,2,0,1,1,41,9,0,0,0.0,1,2
Assignment-1,forge.toolbox,JXButtonPanelFocusTraversalPolicy,1,0,5,4,45,13,0,0,0.0,2,1
Assignment-1,forge.toolbox,FSkin,176,2,580,428,3311,761,0,0,0.3275862068965517,143,28
Assignment-1,forge.toolbox,SkinColor,11,0,11,7,84,21,0,0,0.0,60,2
Assignment-1,forge.toolbox,SkinBorder,0,0,1,0,3,1,4,0,-1.0,25,0
Assignment-1,forge.toolbox,LineSkinBorder,2,0,3,2,14,3,0,1,0.6666666666666666,0,1
Assignment-1,forge.toolbox,MatteSkinBorder,5,0,2,1,14,2,0,1,0.0,0,1
Assignment-1,forge.toolbox,CompoundSkinBorder,4,0,4,3,27,6,0,1,0.0,0,1
Assignment-1,forge.toolbox,TitledSkinBorder,4,0,3,2,25,4,0,1,0.0,0,2
Assignment-1,forge.toolbox,SkinImage,5,0,22,5,163,33,1,0,0.09090909090909091,41,4
Assignment-1,forge.toolbox,SkinCursor,4,0,2,0,13,2,0,0,0.0,26,0
Assignment-1,forge.toolbox,SkinIcon,1,0,13,3,80,15,1,1,0.6923076923076923,7,3
Assignment-1,forge.toolbox,UnskinnedIcon,1,0,7,4,50,10,0,2,0.42857142857142855,0,1
Assignment-1,forge.toolbox,SkinFont,5,0,8,4,46,10,0,0,0.0,31,3
Assignment-1,forge.toolbox,ForgeLookAndFeel,7,0,10,0,139,14,0,0,0.0,2,3
Assignment-1,forge.toolbox,ComponentSkin,5,0,14,3,67,19,2,0,0.14285714285714285,0,3
Assignment-1,forge.toolbox,WindowSkin,1,0,4,0,18,5,0,1,0.5,3,1
Assignment-1,forge.toolbox,JComponentSkin,1,0,4,0,18,5,5,1,0.5,9,1
Assignment-1,forge.toolbox,JLabelSkin,1,0,4,0,18,5,0,2,0.5,2,1
Assignment-1,forge.toolbox,AbstractButtonSkin,3,0,8,0,38,11,0,2,0.25,8,1
Assignment-1,forge.toolbox,JTextComponentSkin,1,0,4,0,18,5,0,2,0.5,7,1
Assignment-1,forge.toolbox,JTableSkin,3,0,8,0,38,11,0,2,0.25,2,1
Assignment-1,forge.toolbox,JSkinSkin,2,0,6,0,28,8,0,2,0.3333333333333333,2,1
Assignment-1,forge.toolbox,ISkinnedComponent,0,0,1,0,3,1,26,0,-1.0,0,0
Assignment-1,forge.toolbox,SkinnedFrame,3,0,15,15,65,18,0,1,0.13333333333333333,0,7
Assignment-1,forge.toolbox,SkinnedDialog,3,0,16,16,68,19,0,1,0.1875,0,7
Assignment-1,forge.toolbox,SkinnedLayeredPane,2,0,5,4,24,6,0,1,0.4,1,3
Assignment-1,forge.toolbox,SkinnedMenuBar,2,0,13,12,52,14,0,1,0.15384615384615385,0,6
Assignment-1,forge.toolbox,SkinnedLabel,2,0,16,15,62,17,2,1,0.1875,7,7
Assignment-1,forge.toolbox,SkinnedComboBox,2,0,16,15,61,17,1,1,0.3125,0,6
Assignment-1,forge.toolbox,SkinnedList,2,0,19,18,72,20,1,1,0.21052631578947367,0,6
Assignment-1,forge.toolbox,SkinnedPanel,2,0,14,13,55,15,2,1,0.21428571428571427,9,6
Assignment-1,forge.toolbox,FPanelBase,4,0,15,10,64,19,1,2,0.2,0,3
Assignment-1,forge.toolbox,SkinnedScrollPane,11,0,28,19,199,38,2,1,0.2857142857142857,0,8
Assignment-1,forge.toolbox,SkinScrollBarUI,9,0,11,4,130,20,0,0,0.45454545454545453,4,4
Assignment-1,forge.toolbox,HiddenButton,0,0,1,1,5,1,0,0,-1.0,0,0
Assignment-1,forge.toolbox,SkinScrollBarListener,1,0,3,2,14,3,0,0,0.0,0,1
Assignment-1,forge.toolbox,SkinnedTabbedPane,2,0,13,12,52,14,1,1,0.15384615384615385,0,6
Assignment-1,forge.toolbox,SkinnedButton,2,0,20,19,76,21,1,1,0.15,1,7
Assignment-1,forge.toolbox,SkinnedCheckBox,2,0,14,13,55,15,1,1,0.21428571428571427,1,6
Assignment-1,forge.toolbox,SkinnedRadioButton,2,0,14,13,55,15,1,1,0.21428571428571427,0,6
Assignment-1,forge.toolbox,SkinnedMenu,2,0,7,6,30,8,0,1,0.5714285714285714,0,3
Assignment-1,forge.toolbox,SkinnedMenuItem,2,0,7,6,30,8,0,1,0.5714285714285714,1,3
Assignment-1,forge.toolbox,SkinnedCheckBoxMenuItem,2,0,7,6,30,8,0,1,0.5714285714285714,0,3
Assignment-1,forge.toolbox,SkinnedRadioButtonMenuItem,2,0,7,6,30,8,0,1,0.5714285714285714,0,3
Assignment-1,forge.toolbox,SkinnedTextField,2,0,16,15,62,17,1,1,0.1875,0,6
Assignment-1,forge.toolbox,SkinnedPasswordField,2,0,15,14,59,16,1,1,0.13333333333333333,0,6
Assignment-1,forge.toolbox,SkinnedTextArea,2,0,16,15,62,17,1,1,0.1875,4,6
Assignment-1,forge.toolbox,SkinnedTextPane,2,0,15,14,59,16,1,1,0.13333333333333333,1,6
Assignment-1,forge.toolbox,SkinnedEditorPane,2,0,15,14,59,16,1,1,0.13333333333333333,0,6
Assignment-1,forge.toolbox,SkinnedSpinner,3,0,16,14,87,22,1,1,0.0,0,5
Assignment-1,forge.toolbox,SkinnedSlider,2,0,17,16,64,18,0,1,0.35294117647058826,0,6
Assignment-1,forge.toolbox,SkinnedTable,2,0,19,18,73,20,0,1,0.10526315789473684,0,6
Assignment-1,forge.toolbox,SkinnedTableHeader,2,0,14,13,55,15,0,1,0.21428571428571427,2,6
Assignment-1,forge.toolbox,FHtmlViewer,0,0,4,3,34,4,0,2,-1.0,4,1
Assignment-1,forge.toolbox,FButton,10,0,19,17,201,42,0,2,0.42105263157894735,35,3
Assignment-1,forge.toolbox,FComboBoxPanel,4,0,15,9,86,19,0,0,0.2,2,4
Assignment-1,forge.toolbox,OverlayPanel,0,0,1,1,11,1,0,2,-1.0,0,0
Assignment-1,forge.toolbox,IDisposable,0,0,1,0,3,1,0,0,-1.0,0,0
Assignment-1,forge.toolbox,FCheckBox,0,0,3,3,18,3,0,2,-1.0,31,1
Assignment-1,forge.toolbox,SaveOpenDialog,3,0,4,3,64,9,0,0,0.0,1,0
Assignment-1,forge.toolbox,FTextPane,0,0,3,3,23,3,0,2,-1.0,2,1
Assignment-1,forge.toolbox,FList,2,0,9,7,71,13,2,2,0.3333333333333333,53,2
Assignment-1,forge.toolbox,ComplexCellRenderer,1,0,1,1,8,1,0,0,0.0,0,0
Assignment-1,forge.toolbox,FTextArea,1,0,5,4,50,10,0,2,0.6,21,1
Assignment-1,forge.toolbox,MouseTriggerEvent,4,0,4,4,18,4,0,0,0.0,1,0
Assignment-1,forge.toolbox,FCheckBoxList,8,0,6,6,109,32,0,0,0.3333333333333333,1,1
Assignment-1,forge.toolbox,CellRenderer,0,0,1,1,18,2,0,0,-1.0,0,1
Assignment-1,forge.toolbox,FLabel,55,0,76,62,641,113,5,2,0.09210526315789473,106,7
Assignment-1,forge.toolbox,Builder,20,0,26,26,206,26,0,0,1.0,0,2
Assignment-1,forge.toolbox,ButtonBuilder,0,0,1,1,6,1,0,1,-1.0,0,0
Assignment-1,forge.toolbox,FOptionPane,6,4,26,26,263,62,0,4,0.3076923076923077,76,9
Assignment-1,forge.toolbox,FComboBoxWrapper,4,0,36,35,179,51,0,0,0.0,8,2
Assignment-1,forge.toolbox,FProgressBar,8,0,10,9,80,13,0,0,0.0,7,0
Assignment-1,forge.toolbox,FComboBox,4,0,24,16,125,28,0,2,0.5,25,2
Assignment-1,forge.toolbox,FComboBoxUI,1,0,6,2,31,6,0,0,1.0,0,1
Assignment-1,forge.toolbox,CustomCellRenderer,1,0,1,1,9,1,0,0,0.0,0,0
Assignment-1,forge.toolbox,LayoutHelper,7,0,18,18,164,26,0,0,0.1111111111111111,11,0
Assignment-1,forge.toolbox,FPasswordField,5,0,14,14,100,27,0,2,0.42857142857142855,1,3
Assignment-1,forge.toolbox,ChangeListener,0,0,4,4,12,4,0,0,-1.0,0,0
Assignment-1,forge.toolbox,FTabbedPane,1,0,1,1,7,1,0,2,0.0,0,1
Assignment-1,forge.toolbox,SmartScroller,9,4,6,5,93,14,0,0,0.3333333333333333,0,0
Assignment-1,forge.toolbox,FMouseAdapter,10,0,31,29,243,73,0,0,0.0967741935483871,6,1
Assignment-1,forge.toolbox,FUndoManager,7,0,18,15,135,25,0,0,0.2777777777777778,1,2
Assignment-1,forge.toolbox,MyCompoundEdit,0,0,2,2,12,3,0,0,-1.0,0,0
Assignment-1,forge.toolbox,UndoAction,0,0,3,2,22,3,0,0,-1.0,1,0
Assignment-1,forge.toolbox,RedoAction,0,0,3,2,22,3,0,0,-1.0,1,0
Assignment-1,forge.toolbox,FRadioButton,0,0,3,3,26,4,0,2,-1.0,9,1
Assignment-1,forge.toolbox,ContextMenuBuilder,0,0,1,0,3,1,0,0,-1.0,0,0
Assignment-1,forge.toolbox,FCheckBoxTree,29,5,75,61,480,122,0,0,0.37333333333333335,1,11
Assignment-1,forge.toolbox,FTreeNodeData,5,5,7,7,33,7,0,0,0.2857142857142857,4,1
Assignment-1,forge.toolbox,FTreeNode,0,0,6,6,23,7,0,0,-1.0,2,1
Assignment-1,forge.toolbox,TreeNodeState,5,0,4,4,26,4,0,0,0.0,2,0
Assignment-1,forge.toolbox,FCheckBoxTreeCellRenderer,5,0,3,3,44,6,0,0,0.6666666666666666,1,5
Assignment-1,forge.toolbox,FCheckBoxTreeUI,6,0,9,7,55,10,0,0,0.5555555555555556,0,1
Assignment-1,forge.toolbox,NodeIcon,4,0,4,4,36,5,0,0,0.5,0,1
Assignment-1,forge.toolbox,TreeCheckChangeEvent,0,0,1,1,5,1,0,0,-1.0,2,0
Assignment-1,forge.toolbox,CheckChangeEventListener,0,0,1,1,3,1,0,0,-1.0,1,1
Assignment-1,forge.toolbox,TreeEnabledChangeEvent,0,0,1,1,5,1,0,0,-1.0,2,0
Assignment-1,forge.toolbox,EnableChangeEventListener,0,0,1,1,3,1,0,0,-1.0,1,1
Assignment-1,forge.toolbox,FTextEditor,2,0,11,11,69,22,0,2,0.0,0,4
Assignment-1,forge.toolbox,FChoiceList,10,1,81,69,504,154,2,3,0.43209876543209874,15,28
Assignment-1,forge.toolbox,ItemRenderer,0,0,7,7,13,7,5,0,-1.0,1,4
Assignment-1,forge.toolbox,DefaultItemRenderer,0,0,5,5,43,13,2,1,-1.0,0,9
Assignment-1,forge.toolbox,NumberRenderer,0,0,4,4,20,5,0,2,-1.0,0,4
Assignment-1,forge.toolbox,PaperCardItemRenderer,0,0,8,7,35,10,0,1,-1.0,0,9
Assignment-1,forge.toolbox,CardItemRenderer,0,0,5,5,18,5,0,1,-1.0,0,6
Assignment-1,forge.toolbox,IHasCardViewItemRenderer,1,0,5,5,73,16,0,1,1.0,0,11
Assignment-1,forge.toolbox,PlayerItemRenderer,0,0,5,5,26,7,0,1,-1.0,0,10
Assignment-1,forge.toolbox,IHasSkinPropRenderer,1,0,1,1,15,2,0,2,0.0,0,5
Assignment-1,forge.toolbox,FSpinner,3,0,7,7,46,14,0,3,0.42857142857142855,0,2
Assignment-1,forge.toolbox,FTimer,2,0,5,2,22,6,0,0,0.0,1,0
Assignment-1,forge.toolbox,FEvent,3,0,6,5,26,6,0,0,0.5,20,2
Assignment-1,forge.toolbox,FEventHandler,0,0,1,0,3,1,0,0,-1.0,26,1
Assignment-1,forge.toolbox,FContainer,1,0,19,15,127,37,5,1,0.10526315789473684,6,3
Assignment-1,forge.toolbox,FTextField,16,1,47,33,395,133,0,1,0.3617021276595745,0,8
Assignment-1,forge.toolbox,FGestureAdapter,38,0,30,22,313,69,0,0,0.26666666666666666,0,5
Assignment-1,forge.toolbox,VelocityTracker,12,0,6,4,73,12,0,0,0.0,1,0
Assignment-1,forge.toolbox,DualListBox,11,0,13,7,170,31,0,4,0.3076923076923077,1,8
Assignment-1,forge.toolbox,ChoiceList,1,0,2,0,10,2,0,4,0.0,2,1
Assignment-1,forge.toolbox,FNumericTextField,1,0,7,5,56,15,0,3,0.42857142857142855,1,0
Assignment-1,forge.toolbox,FPanel,1,0,4,3,17,5,0,3,0.5,0,2
Assignment-1,forge.toolbox,FFileChooser,7,0,31,14,334,83,0,4,0.3225806451612903,3,13
Assignment-1,forge.toolbox,FilenameField,0,0,3,2,26,4,0,3,-1.0,0,1
Assignment-1,forge.toolbox,FileList,1,0,10,5,63,18,0,3,0.9,0,8
Assignment-1,forge.toolbox,FScrollPane,10,0,38,28,269,70,0,2,0.2894736842105263,0,10
Assignment-1,forge.toolbox,ScrollBounds,2,0,6,5,26,8,0,0,0.3333333333333333,2,0
Assignment-1,forge.toolbox,FlingAnimation,1,0,3,0,18,4,0,0,0.6666666666666666,1,1
Assignment-1,forge.toolbox,FDialog,15,2,29,13,251,62,4,3,0.1724137931034483,7,13
Assignment-1,forge.toolbox,RevealAnimation,1,0,3,0,31,8,0,0,0.6666666666666666,1,1
Assignment-1,forge.toolbox,FButton,11,0,31,28,330,63,0,1,0.3225806451612903,0,9
Assignment-1,forge.toolbox,FOverlay,7,1,26,25,151,41,1,2,0.5,12,7
Assignment-1,forge.toolbox,GuiDialog,1,0,7,7,36,7,0,0,0.42857142857142855,2,4
Assignment-1,forge.toolbox,ListChooser,9,0,19,10,219,49,0,2,0.21052631578947367,7,11
Assignment-1,forge.toolbox,ChoiceList,0,0,6,1,25,8,0,4,-1.0,0,1
Assignment-1,forge.toolbox,FCheckBox,1,0,12,9,53,14,0,3,1.0,0,5
Assignment-1,forge.toolbox,CheckBoxIcon,0,0,3,3,11,3,0,0,-1.0,0,2
Assignment-1,forge.toolbox,FDisplayObject,8,1,45,43,156,50,8,0,0.4222222222222222,29,3
Assignment-1,forge.toolbox,GuiChoose,0,0,37,36,266,70,0,0,-1.0,8,7
Assignment-1,forge.toolbox,FList,9,2,51,45,289,79,0,3,0.4117647058823529,0,9
Assignment-1,forge.toolbox,ListItemRenderer,0,0,6,6,14,6,1,0,-1.0,2,5
Assignment-1,forge.toolbox,DefaultListItemRenderer,0,0,3,3,11,3,0,1,-1.0,0,4
Assignment-1,forge.toolbox,CompactModeHandler,3,0,3,3,25,5,0,0,0.0,9,1
Assignment-1,forge.toolbox,FTextArea,8,0,17,15,76,18,0,3,0.23529411764705882,0,7
Assignment-1,forge.toolbox,FToggleSwitch,9,0,24,19,146,35,0,1,0.125,2,6
Assignment-1,forge.toolbox,FLabel,39,2,72,59,474,112,0,1,0.25,0,11
Assignment-1,forge.toolbox,Builder,18,0,26,25,123,26,0,0,1.0,0,4
Assignment-1,forge.toolbox,ButtonBuilder,0,0,1,1,6,1,0,1,-1.0,0,0
Assignment-1,forge.toolbox,FOptionPane,11,5,37,30,295,72,0,4,0.40540540540540543,0,20
Assignment-1,forge.toolbox,FCardPanel,20,4,27,10,276,58,0,1,0.1111111111111111,19,10
Assignment-1,forge.toolbox,CardDestroyedAnimation,3,0,3,0,35,8,0,0,0.6666666666666666,1,3
Assignment-1,forge.toolbox,CardTransformAnimation,2,0,3,0,48,9,0,0,0.6666666666666666,1,4
Assignment-1,forge.toolbox,CardUnTapAnimation,2,0,3,0,25,5,0,0,0.6666666666666666,1,3
Assignment-1,forge.toolbox,CardTapAnimation,2,0,3,0,24,5,0,0,0.6666666666666666,1,3
Assignment-1,forge.toolbox,FProgressBar,20,8,16,16,164,32,0,1,0.375,0,4
Assignment-1,forge.toolbox,FComboBox,7,0,39,29,257,71,0,3,0.3333333333333333,0,6
Assignment-1,forge.toolbox,DropDown,0,0,6,1,53,13,0,0,-1.0,1,3
Assignment-1,forge.toolbox,FRadioButton,3,0,14,10,75,22,0,3,0.8571428571428571,0,6
Assignment-1,forge.toolbox,RadioButtonIcon,0,0,3,3,17,4,0,0,-1.0,0,3
Assignment-1,forge.toolbox,RadioButtonGroup,1,0,0,0,3,0,0,0,-1.0,3,0
Assignment-1,forge.toolbox,FGroupBox,4,0,5,1,33,7,0,2,0.0,1,5
Assignment-1,forge.toolbox,FGroupList,9,0,33,25,225,61,0,3,0.06060606060606061,7,11
Assignment-1,forge.toolbox,ListGroup,3,0,5,3,53,11,0,2,0.0,0,3
Assignment-1,forge.toolbox,ListItem,2,0,6,5,33,8,0,1,0.0,2,3
Assignment-1,forge.toolbox.imaging,FImagePanel,9,0,22,11,212,39,0,0,0.18181818181818182,2,2
Assignment-1,forge.toolbox.imaging,FImageUtil,0,0,8,6,147,32,0,0,-1.0,5,9
Assignment-1,forge.toolbox.imaging,FCardImageRenderer,46,0,40,16,962,157,0,0,0.15,2,12
Assignment-1,forge.toolbox.imaging,Piece,1,0,4,3,9,4,2,0,1.0,0,0
Assignment-1,forge.toolbox.imaging,TextPiece,3,0,5,4,43,9,0,1,0.0,0,0
Assignment-1,forge.toolbox.imaging,SymbolPiece,2,0,4,4,28,6,0,1,0.0,0,1
Assignment-1,forge.toolbox.imaging,Paragraph,2,0,6,4,95,24,0,0,0.0,1,0
Assignment-1,forge.toolbox.special,PlayerDetailsPanel,14,2,26,20,276,56,0,0,0.2692307692307692,5,9
Assignment-1,forge.toolbox.special,DetailLabel,0,0,5,3,33,9,2,0,-1.0,0,2
Assignment-1,forge.toolbox.special,DetailLabelNumeric,3,0,3,3,22,4,2,1,0.0,0,1
Assignment-1,forge.toolbox.special,DetailLabelZone,1,1,2,1,10,2,0,2,0.0,0,1
Assignment-1,forge.toolbox.special,DetailLabelMana,1,1,1,1,7,1,0,2,0.0,0,1
Assignment-1,forge.toolbox.special,DetailLabelExtra,4,0,6,4,57,12,0,1,0.0,1,4
Assignment-1,forge.toolbox.special,PhaseIndicator,13,0,16,15,173,28,0,0,0.0,2,2
Assignment-1,forge.toolbox.special,PhaseLabel,3,0,10,10,90,14,0,0,0.0,2,2
Assignment-1,forge.gui.framework,RectangleOfDouble,4,0,8,8,66,18,0,0,0.0,5,1
Assignment-1,forge.gui.framework,SLayoutConstants,2,2,0,0,13,0,0,0,-1.0,4,0
Assignment-1,forge.gui.framework,SLayoutIO,15,8,15,10,486,76,0,0,0.4666666666666667,5,19
Assignment-1,forge.gui.framework,Property,8,8,0,0,10,0,0,0,-1.0,1,0
Assignment-1,forge.gui.framework,LayoutInfo,2,0,3,3,14,3,0,0,0.0,1,1
Assignment-1,forge.gui.framework,IVTopLevelUI,0,0,4,0,23,4,0,0,-1.0,1,1
Assignment-1,forge.gui.framework,SResizingUtil,15,2,22,22,347,70,0,0,0.5909090909090909,5,10
Assignment-1,forge.gui.framework,SRearrangingUtil,21,0,11,7,359,68,0,0,0.2727272727272727,7,9
Assignment-1,forge.gui.framework,ILocalRepaint,0,0,1,0,9,1,3,0,-1.0,0,0
Assignment-1,forge.gui.framework,CEmptyDoc,0,0,3,3,11,3,0,1,-1.0,1,0
Assignment-1,forge.gui.framework,SOverflowUtil,2,0,11,11,91,15,0,0,1.0,1,4
Assignment-1,forge.gui.framework,OverflowLabel,0,0,5,5,27,5,0,1,-1.0,2,3
Assignment-1,forge.gui.framework,DragTab,2,0,8,7,68,9,0,1,0.375,14,3
Assignment-1,forge.gui.framework,SDisplayUtil,7,0,10,9,139,25,0,0,0.2,8,4
Assignment-1,forge.gui.framework,FScreen,26,17,20,18,110,21,0,0,0.15,26,12
Assignment-1,forge.gui.framework,InvalidLayoutFileException,1,0,0,0,6,0,0,0,-1.0,0,0
Assignment-1,forge.gui.framework,IVDoc,0,0,6,0,34,6,1,0,-1.0,7,1
Assignment-1,forge.gui.framework,VEmptyDoc,2,0,7,7,32,7,0,1,0.7142857142857143,0,2
Assignment-1,forge.gui.framework,ICDoc,0,0,3,0,17,3,1,0,-1.0,2,0
Assignment-1,forge.gui.framework,DragCell,17,0,33,31,382,55,0,1,0.12121212121212122,33,13
Assignment-1,forge.gui.framework,DragHandle,2,0,4,4,37,7,0,0,0.0,0,3
Assignment-1,forge.view,SimulateMatch,0,0,6,3,288,53,0,0,-1.0,3,19
Assignment-1,forge.view,TimeLimitedCodeBlock,0,0,2,2,36,4,0,0,-1.0,2,1
Assignment-1,forge.view,PreviewPanel,0,0,2,2,19,2,0,0,-1.0,0,1
Assignment-1,forge.view,FDialog,16,0,47,43,419,140,0,1,0.3191489361702128,1,9
Assignment-1,forge.view,BackdropPanel,1,0,2,1,13,2,0,0,1.0,1,3
Assignment-1,forge.view,ITitleBarOwner,0,0,12,0,14,12,2,0,-1.0,2,0
Assignment-1,forge.view,FNavigationBar,23,0,48,33,475,121,0,1,0.10416666666666667,1,15
Assignment-1,forge.view,NavigationTab,9,0,18,14,194,52,0,0,0.1111111111111111,3,8
Assignment-1,forge.view,CloseButton,2,0,8,7,80,24,0,0,0.0,4,4
Assignment-1,forge.view,FTitleBarBase,22,0,37,19,372,64,2,0,0.35135135135135137,3,13
Assignment-1,forge.view,TitleBarButton,2,0,10,7,80,27,6,0,0.0,2,3
Assignment-1,forge.view,LockTitleBarButton,0,0,4,1,26,4,0,1,-1.0,1,1
Assignment-1,forge.view,MinimizeButton,0,0,3,1,21,3,0,1,-1.0,1,2
Assignment-1,forge.view,FullScreenButton,0,0,3,1,54,4,0,1,-1.0,1,1
Assignment-1,forge.view,MaximizeButton,0,0,3,1,38,4,0,1,-1.0,1,1
Assignment-1,forge.view,CloseButton,0,0,3,1,28,4,0,1,-1.0,0,4
Assignment-1,forge.view,UpdaterButton,4,0,4,2,36,6,0,1,0.5,1,3
Assignment-1,forge.view,Main,0,0,3,1,54,8,0,0,-1.0,0,6
Assignment-1,forge.view,FTitleBar,2,0,5,3,41,7,0,1,0.0,1,3
Assignment-1,forge.view,FFrame,16,0,42,33,416,144,0,1,0.047619047619047616,5,8
Assignment-1,forge.view,SplashFrame,3,0,6,5,81,6,0,0,0.8333333333333334,1,6
Assignment-1,forge.view.arcane.util,CardPanelMouseListener,0,0,7,0,51,7,1,0,-1.0,1,1
Assignment-1,forge.view.arcane.util,CardPanelMouseAdapter,0,0,7,7,16,7,0,1,-1.0,0,1
Assignment-1,forge.view.arcane.util,Animation,10,0,19,6,207,37,0,0,0.42105263157894735,4,3
Assignment-1,forge.view.arcane.util,FrameTimer,4,0,2,2,33,6,0,0,0.0,1,0
Assignment-1,forge.view.arcane.util,OutlinedLabel,4,0,6,6,103,12,0,0,0.5,2,0
Assignment-1,forge.view.arcane,ScaledImagePanel,2,0,6,6,79,8,0,0,0.3333333333333333,1,1
Assignment-1,forge.view.arcane,PlayArea,30,0,35,14,701,159,0,1,0.3142857142857143,3,13
Assignment-1,forge.view.arcane,CardStackRow,1,0,3,1,26,7,0,0,1.0,1,1
Assignment-1,forge.view.arcane,CardStack,2,0,6,3,35,10,0,0,0.8333333333333334,1,1
Assignment-1,forge.view.arcane,HandArea,1,0,4,4,41,4,0,2,1.0,2,3
Assignment-1,forge.view.arcane,ListCardArea,7,0,13,7,169,36,0,3,0.0,2,6
Assignment-1,forge.view.arcane,CardPanel,34,7,65,39,897,188,0,0,0.03076923076923077,22,21
Assignment-1,forge.view.arcane,CardPanelContainer,19,0,48,35,355,115,2,0,0.08333333333333333,3,8
Assignment-1,forge.view.arcane,LayoutEventListener,0,0,1,0,3,1,0,0,-1.0,1,0
Assignment-1,forge.view.arcane,FloatingZone,7,0,16,8,168,37,0,3,0.0,3,9
Assignment-1,forge.view.arcane,MiscCardPanel,10,0,13,8,92,16,0,0,0.15384615384615385,3,6
Assignment-1,forge.view.arcane,FloatingCardArea,8,0,21,9,175,41,2,2,0.2857142857142857,0,8
Assignment-1,forge.view.arcane,CardArea,15,2,13,13,245,41,2,1,0.23076923076923078,1,5
Assignment-1,forge.menus,HelpMenu,0,0,19,1,135,23,0,0,-1.0,2,7
Assignment-1,forge.menus,MenuUtil,1,0,6,5,25,6,0,0,1.0,8,4
Assignment-1,forge.menus,LayoutMenu,5,0,20,3,178,29,0,0,0.1,2,10
Assignment-1,forge.menus,IMenuProvider,0,0,1,0,9,1,0,0,-1.0,2,0
Assignment-1,forge.menus,ForgeMenu,3,0,19,13,111,28,0,0,0.2631578947368421,2,8
Assignment-1,forge.itemmanager.filters,DeckSearchFilter,0,0,2,2,14,2,0,2,-1.0,1,2
Assignment-1,forge.itemmanager.filters,TextSearchFilter,2,0,12,8,78,29,4,1,0.25,3,7
Assignment-1,forge.itemmanager.filters,CardRatingFilter,0,0,4,2,19,4,0,3,-1.0,0,3
Assignment-1,forge.itemmanager.filters,DeckBlockFilter,2,0,8,4,55,13,0,5,0.25,1,5
Assignment-1,forge.itemmanager.filters,CardPowerFilter,0,0,4,2,22,5,0,2,-1.0,0,3
Assignment-1,forge.itemmanager.filters,CardFormatFilter,0,0,6,5,33,6,2,3,-1.0,3,5
Assignment-1,forge.itemmanager.filters,CardFoilFilter,0,0,4,2,16,4,0,3,-1.0,0,2
Assignment-1,forge.itemmanager.filters,DeckFormatFilter,0,0,5,4,25,5,2,3,-1.0,2,6
Assignment-1,forge.itemmanager.filters,CardSearchFilter,5,0,8,3,70,10,0,2,0.25,2,7
Assignment-1,forge.itemmanager.filters,ValueRangeFilter,3,0,12,4,73,14,7,1,0.25,0,7
Assignment-1,forge.itemmanager.filters,TokenSearchFilter,5,0,8,3,70,10,0,2,0.375,1,7
Assignment-1,forge.itemmanager.filters,AdvancedSearchFilter,17,0,32,24,240,50,0,1,0.1875,5,14
Assignment-1,forge.itemmanager.filters,EditDialog,13,0,20,15,169,31,0,0,0.25,1,6
